Player,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,GOALS,xG,ASSISTS,xA,DUELS PER 90,DUELS WON %,Birth country,Passport country,Foot,Height,Weight,On loan,SUCCESSFUL DEFENSIVE ACTIONS PER 90,DEFENSIVE DUELS PER 90,DEFENSIVE DUELS WON %,AERIAL DUELS PER 90,AERIAL DUELS WON %,SLIDING TACKLES PER 90,PADJ SLIDING TACKLES,SHOTS BLOCKED PER 90,INTERCEPTIONS PER 90,PADJ INTERCEPTIONS,FOULS PER 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,SUCCESSFUL ATTACKING ACTIONS PER 90,GOALS PER 90,Non-penalty goals,NON PENALITY GOALS PER 90,xG PER 90,Head goals,Head goals per 90,SHOTS,SHOTS PER 90,SHOTS ON TARGET %,GOAL CONVERSION %,ASSISTS PER 90,CROSSES PER 90,ACCURATE CROSSES %,DRIBBLES PER 90,SUCCESSFUL DRIBBLES %,OFFENSIVE DUELS PER 90,OFFENSIVE DUELS WON %,TOUCHES IN BOX PER 90,PROGRESSIVE RUNS PER 90,ACCELERATIONS PER 90,PASSES PER 90,ACCURATE PASSES %,FORWARD PASSES PER 90,ACCURATE FORWARD PASSES %,BACK PASSES PER 90,ACCURATE BACK PASSES %,LATERAL PASSES PER 90,ACCURATE LATERAL PASSES %,LONG PASSES PER 90,ACCURATE LONG PASSES %,AVERAGE PASS LENGTH,AVERAGE LONG PASS LENGTH,xA PER 90,SHOT ASSISTS PER 90,SECOND ASSISTS PER 90,THIRD ASSISTS PER 90,SMART PASSES PER 90,ACCURATE SMART PASSES %,KEY PASSES PER 90,PASSES TO FINAL THIRD PER 90,ACCURATE PASSES TO FINAL THIRD %,PASSES TO PENALTY AREA PER 90,ACCURATE PASSES TO PENALTY AREA %,THROUGH PASSES PER 90,ACCURATE THROUGH PASSES %,DEEP COMPLETIONS PER 90,DEEP COMPLETED CROSSES per 90,PROGRESSIVE PASSES PER 90,ACCURATE PROGRESSIVE PASSES %
M. Kovačić,Manchester City,"DMF, LCMF, LDMF",30,30000000,2027-06-30,11,975,3,0.99,0,0.71,13.2,51.75,Croatia,Croatia,right,177,80,no,5.54,4.8,57.69,0.37,100,1.02,1.62,0,1.75,2.79,0.92,3,0.28,0,0,1.29,0.28,3,0.28,0.09,0,0,20,1.85,25,15,0,0.18,0,1.38,46.67,5.63,44.26,0.83,2.58,0.46,68.86,94.5,17.08,86.49,6.18,100,30.83,98.8,2.31,56,16.69,29.82,0.07,1.11,0.18,0,0.28,66.67,0.09,9.78,89.62,2.03,68.18,1.02,45.45,1.66,0,5.45,89.83
J. Stones,Manchester City,"RCB, LCMF",30,38000000,2026-06-30,7,325,2,0.54,0,0,6.92,60,England,England,right,188,76,no,4.43,2.22,50,2.49,55.56,0,0,0,3.32,5.81,0.55,1,0.28,0,0,0.55,0.55,2,0.55,0.15,1,0.28,2,0.55,100,100,0,0,0,0,0,0.28,100,0.55,2.77,0,51.51,90.32,14.12,76.47,4.43,93.75,24.09,96.55,1.66,33.33,13.06,17.12,0,0,0.28,0,0,0,0,8.03,79.31,0.28,0,0,0,0,0,2.49,77.78
P. Foden,Manchester City,"RCMF, AMF, RW",24,150000000,2027-06-30,10,702,0,1.64,1,3.13,12.05,42.55,England,England,left,171,69,no,2.56,1.54,33.33,0.51,25,0,0,0,2.05,3.06,0.26,1,0.13,0,0,2.82,0,0,0,0.21,0,0,19,2.44,10.53,0,0.13,1.79,42.86,2.56,45,8.08,49.21,4.49,2.05,0.26,42.05,88.11,9.23,72.22,10.9,97.65,11.41,93.26,1.79,57.14,14.91,25.9,0.4,2.18,0.13,0,1.15,55.56,0.64,2.95,78.26,3.59,71.43,1.03,62.5,1.79,0.77,3.59,85.71
J. Simpson-Pusey,Manchester City,RCB,19,0,,1,103,0,0,0,0,8.74,50,England,England,right,0,0,no,6.99,3.5,75,2.62,33.33,0,0,0.87,4.37,6,0,1,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,100,0,0,0,83.01,92.63,23.59,81.48,4.37,100,41.07,97.87,3.5,25,16.63,46.81,0,0,0,0,0,0,0,5.24,50,0,0,0,0,0,0,7.86,77.78
Savinho,Manchester City,"RW, RAMF",20,50000000,2029-06-30,12,779,0,1.78,1,1.99,23.68,46.83,Brazil,Brazil,left,176,71,no,4.27,4.85,66.67,0.12,0,0.12,0.18,0,0.92,1.46,0.92,2,0.23,0,0,7.74,0,0,0,0.21,0,0,19,2.2,21.05,0,0.12,5.08,29.55,9.24,61.25,16.64,45.14,7.05,5.78,0.69,43.44,81.38,4.74,70.73,18.14,95.54,13.75,74.79,1.85,75,18.23,28.52,0.23,1.85,0,0,0.23,50,0.92,1.62,50,5.78,62,0.92,62.5,3,1.5,4.51,87.18
R. Lewis,Manchester City,"RB, LB, RCMF",20,38000000,2028-06-30,14,1124,1,1,2,0.37,15.45,46.63,England,England,right,169,64,no,7.45,6.01,60,1.04,46.15,0.48,0.76,0.24,3.36,5.34,0.56,3,0.24,1,0.08,0.96,0.08,1,0.08,0.08,0,0,7,0.56,14.29,14.286,0.16,0.64,25,1.36,52.94,6.09,39.47,2.4,1.6,0.32,43.08,90.71,10.97,79.56,9.13,95.61,14.09,94.89,1.84,52.17,14.77,21.75,0.03,0.4,0,0,0.08,0,0.24,4.16,100,1.52,78.95,0.08,0,1.36,0.16,3.44,65.12
Matheus Nunes,Manchester City,"LW, LAMF",26,50000000,2028-06-30,11,501,0,0.33,3,1.02,21.92,49.18,Brazil,"Brazil, Portugal",right,183,78,no,7.72,7.72,62.79,2.16,25,0.18,0.27,0.36,2.69,4.05,2.16,1,0.18,0,0,4.49,0,0,0,0.06,0,0,3,0.54,0,0,0.54,4.13,30.43,4.31,62.5,10.24,45.61,4.85,3.59,0.18,45.63,85.04,5.21,72.41,21.2,94.92,14.01,79.49,1.26,42.86,14.01,11.5,0.18,1.62,0,0,0.9,60,1.08,1.62,44.44,4.13,69.57,0.72,75,2.16,1.44,3.95,95.45
J. Gvardiol,Manchester City,"LB, LCB",22,75000000,2028-06-30,14,1335,3,1.53,0,1.42,14.43,53.74,Croatia,Croatia,left,185,80,no,7.89,5.33,63.29,3.24,47.92,0.13,0.22,0.47,4.38,7.3,0.47,0,0,0,0,1.48,0.2,3,0.2,0.1,1,0.07,18,1.21,38.89,16.667,0,1.15,35.29,0.81,58.33,3.37,44,2.56,2.7,0.54,65.39,92.47,22.45,89.49,9.24,99.27,22.99,94.43,2.16,56.25,16.75,27.87,0.1,0.94,0.07,0.07,0.13,100,0.47,9.64,90.21,1.96,68.97,0.2,66.67,0.94,0.47,8.29,82.93
J. Doku,Manchester City,"LW, LAMF, LWB",22,65000000,2028-06-30,11,602,2,1.08,1,1.13,34.24,50.22,Belgium,"Belgium, Ghana",right,173,77,no,5.08,4.34,75.86,0.6,0,0,0,0,1.79,3.21,0.3,0,0,0,0,11.21,0.3,2,0.3,0.16,0,0,14,2.09,28.57,14.286,0.15,4.78,28.13,13.75,66.3,26.46,49.72,8.37,9.42,1.5,41.71,82.44,5.08,67.65,16.15,95.37,12.41,84.34,0.45,100,15.42,11.58,0.17,1.2,0.15,0,0.6,25,0.6,0.75,100,3.59,79.17,0.6,25,3.14,0.9,3.59,91.67
J. McAtee,Manchester City,"CF, LCMF",22,12000000,2026-06-30,2,11,0,0,0,0,,,England,England,left,180,72,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,6.32,0,,,,,,,,,,,,,,,,,
K. Walker,Manchester City,RB,34,13000000,2026-06-30,11,870,0,0.12,0,0.75,10.76,55.77,England,England,right,183,83,no,7.55,6,62.07,2.07,55,0.1,0.16,0.41,3.72,5.78,0.52,1,0.1,0,0,1.34,0,0,0,0.01,0,0,5,0.52,40,0,0,1.76,52.94,0.41,50,1.97,42.11,0.62,1.03,0.41,60.62,90.44,21.93,85.85,7.76,98.67,20.9,93.56,3.52,41.18,17.93,28.17,0.08,0.62,0,0.1,0,0,0.21,8.17,79.75,1.66,62.5,0.31,33.33,0.21,0.93,9.62,90.32
İ. Gündoğan,Manchester City,"LCMF, LDMF, AMF",34,15000000,2025-06-30,14,1042,0,1.08,1,0.86,11.14,41.09,Germany,Germany,right,180,80,no,4.4,3.54,53.66,0.95,45.45,0,0,0,2.5,4.18,0.78,1,0.09,0,0,1.81,0,0,0,0.09,0,0,15,1.3,20,0,0.09,1.38,37.5,1.38,62.5,4.66,40.74,2.33,1.38,0.35,60.03,93.24,11.75,86.76,15.55,98.89,21.16,94.69,2.5,72.41,16.33,27.2,0.07,1.38,0.09,0.17,0.43,40,0.26,5.96,89.86,2.59,60,0.78,33.33,1.81,0.52,5.01,86.21
K. De Bruyne,Manchester City,"AMF, LCMF",33,50000000,2025-06-30,9,612,2,1.55,2,3.28,14.41,45.92,Belgium,Belgium,right,181,75,no,4.71,5.29,55.56,1.18,12.5,0.29,0.48,0,1.47,2.38,1.32,2,0.29,0,0,5,0.29,2,0.29,0.23,0,0,22,3.24,27.27,9.091,0.29,5.44,27.03,3.24,63.64,6.76,47.83,3.82,1.47,0.15,60.88,78.74,17.65,72.5,12.5,95.29,19.41,74.24,3.82,61.54,19.88,37.72,0.48,2.79,0.15,0,1.32,44.44,1.03,7.21,81.63,10.15,46.38,2.21,40,4.56,1.18,11.62,87.34
S. Ortega,Manchester City,GK,32,9000000,2026-06-30,3,290,0,0,0,0,0.62,50,Germany,"Germany, Spain",right,185,88,no,2.17,0.31,0,0.31,100,0,0,0,2.17,3.62,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.62,87.64,14.28,80.43,0,0,11.48,97.3,6.83,59.09,28.02,45.3,0,0,0,0,0,0,0,1.86,33.33,0,0,0,0,0,0,4.66,60
Ederson,Manchester City,GK,31,35000000,2026-06-30,12,1202,0,0,1,0.18,0.75,80,Brazil,"Brazil, Portugal",left,188,86,no,1.5,0.3,50,0.37,100,0,0,0,1.35,2.17,0.07,3,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,26.28,91.17,13.63,83.52,0,0,11.53,99.35,6.06,67.9,27.59,43.51,0.01,0.07,0,0.07,0,0,0.07,2.1,75,0.15,50,0.22,66.67,0.07,0,5.02,71.64
J. Grealish,Manchester City,"LAMF, LDMF, LW",29,60000000,2027-06-30,11,517,0,0.74,1,1.25,20.37,53.85,England,"England, Republic of Ireland",right,180,81,no,5.22,3.83,77.27,0.7,0,0,0,0.35,2.26,4.19,0.35,2,0.35,0,0,4.87,0,0,0,0.13,0,0,9,1.57,33.33,0,0.17,3.48,20,5.74,63.64,13.93,52.5,8.7,8.7,0.17,46.31,89.1,8.18,87.23,12.36,97.18,17.23,88.89,1.04,83.33,17,17.68,0.22,2.79,0,0.17,0,0,0.52,1.74,90,3.31,84.21,0,0,4.35,0.7,3.31,84.21
Rúben Dias,Manchester City,"RCB, LCB, CB",27,80000000,2027-06-30,12,1104,0,0.68,0,0.13,8.15,62,Portugal,Portugal,right,187,82,no,5.38,3.26,72.5,2.36,62.07,0.24,0.42,0.57,2.77,4.74,0.49,3,0.24,0,0,0.57,0,0,0,0.06,0,0,10,0.82,40,0,0,0.57,28.57,0.24,33.33,0.82,40,0.9,3.67,0.08,81.52,94.2,23.4,86.41,3.1,97.37,40.84,98,3.91,56.25,18.94,27.99,0.01,0.24,0,0.08,0,0,0,10.92,88.06,0.82,60,0.24,0,0.33,0.16,7.74,70.53
Bernardo Silva,Manchester City,"RCMF, RAMF, RDMF",30,70000000,2026-06-30,15,1329,1,3.07,4,3.06,13.68,39.11,Portugal,Portugal,left,173,64,no,5.55,4.54,55.22,0.68,10,0.47,0.8,0.2,2.57,4.32,0.81,4,0.27,0,0,2.3,0.07,1,0.07,0.21,0,0,19,1.29,36.84,5.263,0.27,2.71,25,2.37,45.71,6.84,33.66,6.16,2.84,0.61,50.59,86.61,8.53,76.98,12.8,97.88,17.74,84.73,2.37,45.71,16.06,23.84,0.21,1.96,0.14,0.07,0.27,25,0.88,2.98,75,2.64,51.28,0.81,16.67,2.3,0.68,4.4,76.92
E. Haaland,Manchester City,CF,24,180000000,2027-06-30,15,1486,13,12.58,1,1.24,12.23,43.56,England,"England, Norway",left,195,94,no,2.18,1.57,61.54,2.91,47.92,0.06,0.1,0.12,1.15,1.86,0.61,2,0.12,0,0,2.97,0.79,12,0.73,0.76,1,0.06,66,4,56.06,19.697,0.06,0.12,0,0.97,68.75,4.54,41.33,5.45,0.3,0.12,8.36,72.46,1.15,52.63,2,84.85,2.24,70.27,0.18,33.33,13.07,6.38,0.08,0.48,0,0,0.06,100,0.36,0.48,75,0.48,50,0.06,100,0.67,0,0.36,50
N. Aké,Manchester City,"LCB, LB",29,40000000,2027-06-30,5,320,0,0.32,0,0,10.13,52.78,Netherlands,"Netherlands, Côte d'Ivoire",left,180,75,no,7.03,4.5,62.5,3.94,57.14,0.84,1.38,0.28,3.38,5.54,0.28,0,0,0,0,0.28,0,0,0,0.09,0,0,2,0.56,0,0,0,0.28,0,0.28,0,1.13,0,1.13,2.81,0,63.28,92.89,26.16,86.02,4.78,94.12,19.97,97.18,3.66,53.85,15.51,28.58,0,0,0,0,0.28,100,0,8.44,90,0.56,0,0.28,100,0.56,0,10.13,77.78
M. Akanji,Manchester City,"LCB, RCB",29,45000000,2027-06-30,12,1106,0,0.29,0,0.31,11.39,55,Switzerland,"Switzerland, Nigeria",right,187,91,no,4.88,4.39,53.7,3.01,54.05,0.16,0.26,0.33,2.36,3.78,0.73,3,0.24,0,0,0.65,0,0,0,0.02,0,0,7,0.57,14.29,0,0,0.81,50,0.16,100,1.79,54.55,0.65,3.01,0.16,69.17,94.82,22.38,89.45,7.16,100,30.03,96.48,3.74,67.39,18.07,38.85,0.03,0.41,0,0,0.08,0,0.08,9.76,87.5,2.28,57.14,0.57,14.29,1.06,0.33,7.41,87.91
S. McTominay,Manchester United,"AMF, RDMF",27,32000000,2028-06-30,2,30,0,0.07,0,0,,,England,"England, Scotland",right,193,88,no,,,,,,,0,,,4.29,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,23.34,26.1,,,,,,,,,,,,,,,,,
V. Lindelöf,Manchester United,"RB, RCB, LDMF",30,15000000,2025-06-30,4,95,0,0,0,0,14.21,46.67,Sweden,Sweden,right,187,80,no,7.58,4.74,40,6.63,42.86,0.95,1.58,0,4.74,7.89,1.89,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,100,1.89,0,0,32.21,91.18,11.37,83.33,2.84,100,9.47,90,2.84,100,16.32,17.54,0,0,0,0,0,0,0,4.74,100,0.95,100,0,0,1.89,0,4.74,80
T. Collyer,Manchester United,LDMF,20,200000,2027-06-30,1,50,0,0,0,0,27,66.67,England,England,right,180,65,no,16.2,10.8,100,1.8,100,0,0,0,5.4,9,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,100,14.4,37.5,0,0,0,28.8,75,10.8,50,5.4,66.67,5.4,100,1.8,100,15.11,41.9,0,0,0,0,0,0,0,1.8,100,0,0,0,0,0,0,1.8,0
J. Evans,Manchester United,LCB,36,2000000,2025-06-30,6,331,0,0.16,0,0,11.15,60.98,Northern Ireland,Northern Ireland,right,188,77,no,7.07,4.62,41.18,3.81,71.43,0.27,0.34,0.54,4.89,6.14,1.36,1,0.27,0,0,0.27,0,0,0,0.04,0,0,1,0.27,0,0,0,0.27,0,0.27,100,2.18,87.5,0.54,0.27,0,47.31,87.93,17.4,76.56,3.81,78.57,20.39,96,4.08,40,19.07,28.04,0,0,0,0,0,0,0,3.53,61.54,0.82,66.67,0.54,50,0,0,5.17,47.37
L. Shaw,Manchester United,LCB,29,32000000,2027-06-30,2,78,0,0,0,0,11.54,70,England,England,left,181,75,no,10.38,8.08,85.71,0,0,0,0,0,3.46,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,115.38,93,51.92,88.89,4.62,100,42.69,97.3,13.85,58.33,18.74,37.02,0,0,0,0,0,0,0,9.23,100,1.15,100,0,0,1.15,0,15,76.92
Antony,Manchester United,"RAMF, CF",24,25000000,2027-06-30,3,58,0,0.36,0,0.07,26.38,41.18,Brazil,Brazil,left,174,63,no,4.66,9.31,33.33,0,0,0,0,0,1.55,2.14,1.55,0,0,0,0,9.31,0,0,0,0.55,0,0,3,4.66,66.67,0,0,3.1,50,4.66,100,10.86,57.14,3.1,4.66,1.55,17.07,72.73,1.55,100,6.21,100,3.1,50,0,0,11.02,0,0.11,1.55,0,0,0,0,0,0,0,1.55,0,0,0,0,1.55,0,0
C. Eriksen,Manchester United,"RDMF, LDMF, LCMF",32,8000000,2025-06-30,9,568,0,0.19,0,1.42,8.08,58.82,Denmark,Denmark,right,181,76,no,6.65,5.23,63.64,1.11,42.86,0,0,0.32,3.33,4.5,0.48,2,0.32,0,0,0.63,0,0,0,0.03,0,0,3,0.48,0,0,0,1.58,30,0.16,0,0.95,50,0.95,0.63,0.16,46.27,87.67,13.79,70.11,8.56,100,15.85,94,3.49,59.09,17.58,30.39,0.22,1.74,0.48,0,0.16,100,0.48,8.4,73.58,1.27,37.5,0.48,66.67,0.48,0.63,5.7,86.11
Casemiro,Manchester United,"RDMF, LDMF, RCMF",32,20000000,2026-06-30,12,831,1,1.02,0,0.86,18.52,60.82,Brazil,"Brazil, Spain",right,185,84,no,13.86,8.88,68.29,3.25,60,1.52,1.96,0.54,6.28,8.13,0.97,1,0.11,0,0,1.52,0.11,1,0.11,0.11,1,0.11,15,1.62,26.67,6.667,0,1.3,50,0.43,50,2.71,44,1.84,0.65,0,49.39,82.46,16.79,65.16,5.52,96.08,19.17,93.22,6.06,55.36,19.33,33.64,0.09,0.97,0.22,0,0.65,33.33,0.54,7.36,69.12,2.82,42.31,1.62,26.67,1.08,0.54,7.26,65.67
A. Onana,Manchester United,GK,28,35000000,2028-06-30,15,1493,0,0,0,0.6,0.9,86.67,Cameroon,Cameroon,right,190,93,no,1.57,0.06,100,0.48,100,0.06,0.08,0,1.45,1.95,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0.24,75,0,0,0,30.86,87.11,14.11,74.79,0,0,15.37,97.25,8.68,57.64,27.56,46.36,0.04,0.06,0,0,0,0,0.06,2.35,33.33,0.36,0,0.66,27.27,0,0,6.03,67
M. Mount,Manchester United,"AMF, RWF, RW",25,35000000,2028-06-30,7,257,0,0.35,0,0.07,16.11,41.3,England,England,right,181,74,no,5.6,7.35,42.86,2.45,28.57,0.7,0.87,0.35,1.75,2.17,2.8,2,0.7,0,0,0.7,0,0,0,0.12,0,0,2,0.7,50,0,0,1.05,0,0.7,50,4.9,35.71,1.05,1.05,0.35,28.02,85,6.3,66.67,5.6,93.75,8.05,86.96,1.4,25,15.04,15.66,0.02,1.05,0,0,0,0,0,2.1,66.67,1.75,20,0.35,0,0.35,0,1.05,33.33
T. Malacia,Manchester United,LWB,25,18000000,2026-06-30,1,46,0,0,0,0,17.61,55.56,Netherlands,"Netherlands, Curaçao",left,169,67,no,9.78,7.83,50,0,0,1.96,2.14,0,3.91,4.29,1.96,1,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,50,0,3.91,1.96,43.04,100,7.83,100,9.78,100,7.83,100,0,0,13.29,0,0,0,0,0,0,0,0,0,0,1.96,100,0,0,1.96,0,1.96,100
J. Zirkzee,Manchester United,CF,23,50000000,2029-06-30,15,690,3,2.69,1,0.53,14.87,34.21,Netherlands,"Netherlands, Nigeria",right,193,87,no,2.48,1.7,61.54,4.3,27.27,0,0,0.26,1.43,2.09,0.65,1,0.13,0,0,1.96,0.39,3,0.39,0.35,0,0,13,1.7,61.54,23.077,0.13,0.65,0,1.17,55.56,6.52,30,2.74,0.52,0.13,23.35,81.56,4.17,78.13,6.39,91.84,4.83,75.68,0.52,50,14.02,8.79,0.07,0.91,0,0.13,0.26,100,0.26,1.96,86.67,0.52,50,0.26,100,0.91,0,3.26,60
L. Yoro,Manchester United,RCB,19,0,,2,102,0,0,0,0,8.82,40,France,"France, Côte d'Ivoire",right,190,78,no,7.94,2.65,66.67,2.65,33.33,1.76,3.53,0.88,4.41,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,48.53,92.73,17.65,90,4.41,100,18.53,95.24,0,0,18.51,0,0,0,0,0,0,0,0,4.41,60,0,0,0,0,0,0,9.71,72.73
K. Mainoo,Manchester United,"LDMF, RDMF, RCMF",19,55000000,2027-06-30,9,793,0,0.07,0,0.66,18.95,49.7,England,"England, Ghana",right,175,65,no,8.51,6.58,55.17,1.59,57.14,0.68,0.97,0.34,4.2,6,1.59,5,0.57,0,0,1.59,0,0,0,0.01,0,0,5,0.57,20,0,0,0.11,0,2.72,54.17,8.97,45.57,0.68,0.79,0,42.67,89.63,12.6,81.98,7.26,90.63,11.8,94.23,2.5,68.18,13.91,31.56,0.07,0.45,0,0,0.23,0,0.23,4.31,84.21,0.79,85.71,0.34,33.33,0.68,0,5.11,71.11
A. Garnacho,Manchester United,"LAMF, RAMF, LWF",20,45000000,2028-06-30,15,1048,3,4.07,1,1.22,17.69,48.06,Spain,"Spain, Argentina",right,180,69,no,4.64,4.12,68.75,1.2,7.14,0.09,0.12,0,1.72,2.33,0.52,1,0.09,0,0,5.75,0.26,3,0.26,0.35,0,0,36,3.09,41.67,8.333,0.09,2.75,37.5,5.84,58.82,10.73,44.8,4.9,3.86,0.69,27.22,82.33,3.01,65.71,9.88,94.78,7.73,74.44,1.46,58.82,16.53,33.32,0.11,0.86,0,0,0.17,0,0.34,1.12,61.54,1.72,45,0.26,0,0.52,0.77,2.75,65.63
A. Diallo,Manchester United,"RAMF, RWB, RW",22,18000000,2025-06-30,13,879,1,1.21,5,2.5,20.68,51.49,Côte d'Ivoire,"Côte d'Ivoire, Italy",left,173,72,no,6.04,5.73,69.64,1.54,46.67,0.1,0.15,0,1.95,2.89,1.02,2,0.2,0,0,4.2,0.1,1,0.1,0.12,0,0,20,2.05,25,5,0.51,1.13,54.55,4.91,58.33,10.85,42.45,4.51,5.63,1.23,39.01,86.09,6.04,84.75,12.9,91.27,10.96,82.24,1.64,56.25,15,22.86,0.26,1.95,0,0.1,0.31,66.67,1.02,1.84,77.78,2.76,70.37,0.41,100,1.95,0.72,3.99,71.79
R. Højlund,Manchester United,CF,21,65000000,2028-06-30,10,667,2,1.98,0,0.47,20.37,33.77,Denmark,Denmark,left,187,79,no,1.35,1.75,38.46,5.26,25.64,0,0,0,0.67,0.95,0.54,0,0,0,0,2.29,0.27,2,0.27,0.27,0,0,7,0.94,71.43,28.571,0,0.4,33.33,2.56,52.63,9.58,38.03,2.02,0.54,0.13,13.09,80.41,1.75,69.23,4.32,93.75,2.97,77.27,0.27,50,12.34,9.1,0.06,0.67,0,0,0.13,100,0.27,1.08,62.5,0.54,50,0,0,0.27,0.13,0.94,57.14
H. Maguire,Manchester United,"RCB, CB",31,18000000,2025-06-30,8,391,0,0.1,0,0,11.05,60.42,England,England,right,194,100,no,5.75,3.22,64.29,4.14,77.78,0.69,0.94,1.15,2.99,4.06,0.92,4,0.92,0,0,0.46,0,0,0,0.02,0,0,1,0.23,100,0,0,0.23,0,0.46,50,1.61,28.57,0.92,0.69,0,60.54,91.63,18.41,77.5,3.68,100,30.61,98.5,6.45,67.86,18.96,35.72,0,0,0,0,0,0,0,6.45,67.86,0.92,25,0.46,0,0.46,0,4.14,83.33
Bruno Fernandes,Manchester United,"AMF, CF",30,70000000,2027-06-30,15,1365,3,4.17,5,3.64,15.03,48.25,Portugal,Portugal,right,179,69,no,6.2,5.21,63.29,1.65,28,0.26,0.36,0.13,2.64,3.6,0.66,1,0.07,1,0.07,2.57,0.2,2,0.13,0.27,0,0,40,2.64,20,7.5,0.33,2.44,18.92,1.85,71.43,5.74,44.83,2.31,1.65,0.4,50.18,80.03,17.08,74.9,10.55,94.38,14.04,77,5.93,53.33,18.51,40.39,0.24,1.78,0.07,0,0.53,50,0.73,7.52,68.42,4.29,47.69,1.25,31.58,1.98,0.53,8.44,82.81
N. Mazraoui,Manchester United,"RB, LB, RCB",27,30000000,2028-06-30,15,1178,0,0.2,0,0.2,18.26,57.32,Netherlands,"Netherlands, Morocco",right,183,65,no,10.31,8.79,65.22,2.6,58.82,0.53,0.71,0.15,4.05,5.37,1.38,1,0.08,0,0,1.68,0,0,0,0.02,0,0,4,0.31,50,0,0,0.53,28.57,1.99,61.54,4.2,50.91,0.69,0.84,0.08,52.87,86.99,21.93,78.75,6.49,95.29,16.5,93.98,4.28,57.14,16.61,32.99,0.02,0.31,0,0.08,0.15,100,0.15,6.72,73.86,0.69,55.56,0.53,42.86,0.23,0.15,7.79,63.73
M. de Ligt,Manchester United,"RCB, CB",25,65000000,2029-06-30,15,1175,1,1.29,0,0.07,9.65,66.67,Netherlands,Netherlands,right,189,89,no,7.66,4.44,68.97,2.91,65.79,0.23,0.31,0.77,4.37,5.9,0.69,2,0.15,0,0,0.54,0.08,1,0.08,0.1,1,0.08,6,0.46,83.33,16.667,0,0.15,50,0.08,100,0.54,71.43,0.61,0.31,0,53.92,91.62,11.49,71.33,3.45,97.78,33.4,98.39,2.6,29.41,19.67,29,0.01,0.08,0,0,0,0,0.08,3.29,62.79,0.31,0,0.38,20,0,0,3.52,45.65
Diogo Dalot,Manchester United,"LB, RB, LWB",25,35000000,2028-06-30,15,1453,0,1.73,1,1.08,12.57,53.69,Portugal,Portugal,right,184,76,no,8.18,6.07,57.14,1.73,57.14,0.62,0.83,0.31,4.09,5.5,1.11,3,0.19,0,0,2.04,0,0,0,0.11,0,0,9,0.56,33.33,0,0.06,1.67,33.33,1.92,64.52,3.16,58.82,1.36,1.05,0.06,43.05,85.32,14.31,75.76,6.81,95.45,15.11,88.11,4.46,63.89,18.9,35.7,0.07,0.43,0.06,0.06,0.12,50,0.31,3.1,64,1.55,44,0.31,40,0.56,0.5,7.12,63.48
M. Rashford,Manchester United,"LAMF, RAMF, CF",27,60000000,2028-06-30,15,1059,4,2.01,1,1.53,12.41,39.73,England,"England, St. Kitts and Nevis",right,186,70,no,3.57,3.14,62.16,1.02,50,0.17,0.22,0,1.44,1.85,0.68,2,0.17,0,0,3.31,0.34,4,0.34,0.17,0,0,16,1.36,56.25,25,0.08,2.46,37.93,3.65,44.19,6.8,31.25,2.04,2.38,0.42,28.22,76.2,5.78,60.29,8.33,93.88,8.07,74.74,2.29,40.74,16.34,32.36,0.13,1.19,0.08,0,0.17,0,0.68,2.89,44.12,2.72,62.5,0.51,33.33,1.1,0.85,4.16,73.47
M. Ugarte,Manchester United,"RCMF, LDMF, LCMF",23,45000000,2029-06-30,10,552,0,0,0,0.25,21.68,55.64,Uruguay,Uruguay,right,182,77,no,10.92,12.07,62.16,1.96,50,0.65,0.88,0.33,2.77,3.75,2.61,3,0.49,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,50,5.87,47.22,0.16,0.98,0.33,41.41,91.34,9.78,83.33,7.66,93.62,16.79,95.15,2.12,61.54,17.49,26.95,0.04,0.33,0,0,0.16,100,0.16,5.22,71.88,0.33,100,0.16,100,0.33,0,3.75,69.57
